message,count,symbols,fixed attribute values
"(28, 40, 5, 0)",11,"{(40, 28, 5)}","{('?', '?', '?')}"
"(28, 40, 19, 0)",6,"{(40, 19, 28)}","{('?', '?', '?')}"
"(28, 40, 22, 0)",5,"{(40, 28, 22)}","{('?', 11, '?')}"
"(28, 40, 40, 0)",3,"{(40, 28)}","{('?', 11, '?')}"
"(29, 5, 2, 0)",2,"{(5, 2, 29)}","{('?', '?', 5)}"
"(29, 5, 5, 0)",2,"{(5, 29)}","{('?', '?', '?')}"
"(29, 5, 19, 0)",1,"{(5, 19, 29)}","{('?', '?', 5)}"
"(29, 29, 5, 0)",2,"{(5, 29)}","{('?', '?', '?')}"
"(29, 29, 21, 0)",1,"{(21, 29)}","{(15, 7, 6)}"
"(29, 29, 29, 0)",4,"{(29,)}","{(15, '?', '?')}"
"(29, 31, 5, 0)",2,"{(5, 29, 31)}","{('?', '?', '?')}"
"(30, 2, 19, 0)",23,"{(2, 19, 30)}","{('?', '?', '?')}"
"(30, 19, 2, 0)",4,"{(2, 19, 30)}","{(13, '?', '?')}"
"(30, 19, 7, 0)",3,"{(19, 30, 7)}","{(13, 9, '?')}"
"(30, 19, 23, 0)",4,"{(19, 30, 23)}","{(13, '?', '?')}"
"(30, 19, 30, 0)",6,"{(19, 30)}","{(13, '?', '?')}"
"(30, 19, 36, 0)",2,"{(19, 36, 30)}","{(13, 9, '?')}"
"(30, 23, 19, 0)",13,"{(19, 30, 23)}","{('?', '?', '?')}"
"(30, 30, 19, 0)",6,"{(19, 30)}","{('?', '?', '?')}"
"(30, 30, 30, 0)",6,"{(30,)}","{('?', '?', '?')}"
"(30, 36, 19, 0)",5,"{(19, 36, 30)}","{('?', '?', '?')}"
"(31, 22, 5, 0)",1,"{(5, 22, 31)}","{(15, 2, 15)}"
"(31, 22, 22, 0)",1,"{(22, 31)}","{(15, 14, 12)}"
"(32, 5, 5, 0)",1,"{(32, 5)}","{('?', '?', 5)}"
"(32, 6, 6, 0)",2,"{(32, 6)}","{('?', 10, 5)}"
"(32, 6, 12, 0)",12,"{(32, 12, 6)}","{('?', '?', '?')}"
"(32, 6, 14, 0)",1,"{(32, 6, 14)}","{(0, 10, 5)}"
"(32, 6, 32, 0)",1,"{(32, 6)}","{(0, 10, 5)}"
"(32, 10, 12, 0)",1,"{(32, 10, 12)}","{(12, 10, 5)}"
"(32, 12, 6, 0)",7,"{(32, 12, 6)}","{('?', '?', '?')}"
"(32, 12, 10, 0)",5,"{(32, 10, 12)}","{('?', '?', '?')}"
"(32, 12, 12, 0)",13,"{(32, 12)}","{('?', '?', '?')}"
"(32, 12, 14, 0)",7,"{(32, 12, 14)}","{('?', '?', '?')}"
"(32, 12, 32, 0)",10,"{(32, 12)}","{('?', '?', '?')}"
"(32, 13, 12, 0)",6,"{(32, 12, 13)}","{('?', '?', '?')}"
"(32, 14, 5, 0)",1,"{(32, 5, 14)}","{('?', 10, 5)}"
"(32, 14, 10, 0)",1,"{(32, 10, 14)}","{('?', 13, 5)}"
"(32, 14, 12, 0)",1,"{(32, 12, 14)}","{(1, 13, 5)}"
"(32, 14, 16, 0)",4,"{(32, 16, 14)}","{('?', '?', 5)}"
"(32, 14, 39, 0)",1,"{(32, 14, 39)}","{(14, 13, 6)}"
"(32, 32, 21, 0)",2,"{(32, 21)}","{(15, '?', 5)}"
"(32, 32, 32, 0)",3,"{(32,)}","{(15, '?', '?')}"
"(32, 32, 51, 0)",1,"{(32, 51)}","{(6, 8, 5)}"
"(32, 43, 14, 0)",1,"{(32, 43, 14)}","{(14, 13, 5)}"
"(32, 43, 32, 0)",6,"{(32, 43)}","{(14, '?', '?')}"
"(32, 51, 32, 0)",7,"{(32, 51)}","{('?', '?', '?')}"
"(33, 1, 1, 0)",1,"{(33, 1)}","{(8, 9, 5)}"
"(33, 1, 16, 0)",1,"{(16, 33, 1)}","{(8, 12, 2)}"
"(33, 1, 51, 0)",3,"{(33, 51, 1)}","{('?', '?', 5)}"
"(33, 8, 5, 0)",8,"{(8, 33, 5)}","{('?', '?', '?')}"
"(33, 8, 8, 0)",6,"{(8, 33)}","{(4, '?', '?')}"
"(33, 8, 22, 0)",1,"{(8, 33, 22)}","{(4, 11, 2)}"
"(33, 8, 24, 0)",1,"{(8, 33, 24)}","{(4, 11, 2)}"
"(33, 8, 28, 0)",4,"{(8, 33, 28)}","{(4, '?', '?')}"
"(33, 8, 31, 0)",3,"{(8, 33, 31)}","{(4, '?', '?')}"
"(33, 8, 42, 0)",1,"{(8, 33, 42)}","{(4, 11, 2)}"
"(33, 8, 47, 0)",1,"{(8, 33, 47)}","{(4, 11, 2)}"
"(33, 11, 18, 0)",2,"{(33, 18, 11)}","{('?', 12, 2)}"
"(33, 11, 28, 0)",4,"{(33, 11, 28)}","{('?', 12, '?')}"
"(33, 11, 31, 0)",4,"{(33, 11, 31)}","{('?', '?', '?')}"
"(33, 11, 37, 0)",1,"{(33, 11, 37)}","{(2, 6, 2)}"
"(33, 11, 47, 0)",3,"{(33, 11, 47)}","{('?', '?', '?')}"
"(33, 14, 14, 0)",6,"{(33, 14)}","{('?', '?', 2)}"
"(33, 17, 8, 0)",11,"{(8, 33, 17)}","{('?', '?', '?')}"
"(33, 17, 22, 0)",8,"{(33, 17, 22)}","{(4, '?', '?')}"
"(33, 17, 24, 0)",8,"{(24, 33, 17)}","{('?', '?', '?')}"
"(33, 17, 28, 0)",3,"{(33, 28, 17)}","{('?', 5, '?')}"
"(33, 17, 31, 0)",1,"{(33, 17, 31)}","{(2, '?', 0)}"
"(33, 17, 33, 0)",15,"{(33, 17)}","{('?', '?', '?')}"
"(33, 21, 29, 0)",3,"{(33, 29, 21)}","{(4, '?', '?')}"
"(33, 21, 31, 0)",1,"{(33, 21, 31)}","{(4, 7, 0)}"
"(33, 21, 32, 0)",4,"{(32, 33, 21)}","{(4, '?', '?')}"
"(33, 22, 5, 0)",3,"{(33, 5, 22)}","{('?', '?', 2)}"
"(33, 22, 12, 0)",1,"{(33, 12, 22)}","{(8, 0, 8)}"
"(33, 22, 22, 0)",4,"{(33, 22)}","{('?', '?', '?')}"
"(33, 22, 24, 0)",4,"{(24, 33, 22)}","{('?', '?', '?')}"
"(33, 22, 41, 0)",15,"{(33, 22, 41)}","{('?', '?', '?')}"
"(33, 24, 22, 0)",6,"{(24, 33, 22)}","{('?', '?', '?')}"
"(33, 24, 28, 0)",1,"{(24, 33, 28)}","{(4, 12, 8)}"
"(33, 24, 42, 0)",1,"{(24, 33, 42)}","{(4, 11, 2)}"
"(33, 28, 2, 0)",4,"{(33, 2, 28)}","{('?', 12, '?')}"
"(33, 28, 5, 0)",4,"{(33, 28, 5)}","{('?', 5, '?')}"
"(33, 28, 8, 0)",8,"{(8, 33, 28)}","{('?', '?', '?')}"
"(33, 28, 31, 0)",1,"{(33, 28, 31)}","{(8, 5, 8)}"
"(33, 29, 29, 0)",6,"{(33, 29)}","{('?', '?', '?')}"
"(33, 31, 5, 0)",3,"{(33, 5, 31)}","{('?', '?', '?')}"
"(33, 31, 31, 0)",2,"{(33, 31)}","{(4, '?', '?')}"
"(33, 32, 14, 0)",12,"{(32, 33, 14)}","{('?', '?', '?')}"
"(33, 32, 29, 0)",2,"{(32, 33, 29)}","{('?', '?', 0)}"
"(33, 32, 32, 0)",1,"{(32, 33)}","{(8, 13, 8)}"
"(33, 32, 37, 0)",2,"{(32, 33, 37)}","{(4, 13, '?')}"
"(33, 33, 5, 0)",1,"{(33, 5)}","{(4, '?', 2)}"
"(33, 33, 6, 0)",3,"{(33, 6)}","{('?', '?', '?')}"
"(33, 33, 8, 0)",5,"{(8, 33)}","{('?', '?', 2)}"
"(33, 33, 11, 0)",9,"{(33, 11)}","{('?', '?', '?')}"
"(33, 33, 14, 0)",2,"{(33, 14)}","{(4, '?', 2)}"
"(33, 33, 18, 0)",4,"{(33, 18)}","{('?', '?', 2)}"
"(33, 33, 22, 0)",6,"{(33, 22)}","{('?', '?', 2)}"
"(33, 33, 24, 0)",1,"{(24, 33)}","{(2, 11, 2)}"
"(33, 33, 28, 0)",2,"{(33, 28)}","{('?', 5, 2)}"
"(33, 33, 29, 0)",4,"{(33, 29)}","{(4, '?', '?')}"
"(33, 33, 31, 0)",3,"{(33, 31)}","{('?', '?', 2)}"
"(33, 33, 32, 0)",3,"{(32, 33)}","{(4, '?', '?')}"
"(33, 33, 33, 0)",8,"{(33,)}","{('?', '?', '?')}"
"(33, 33, 37, 0)",6,"{(33, 37)}","{('?', '?', 2)}"
"(33, 33, 38, 0)",8,"{(33, 38)}","{('?', '?', 2)}"
"(33, 33, 46, 0)",1,"{(33, 46)}","{(4, '?', 2)}"
"(33, 33, 47, 0)",2,"{(33, 47)}","{(4, '?', 2)}"
"(33, 33, 51, 0)",3,"{(33, 51)}","{(4, '?', '?')}"
"(33, 37, 29, 0)",1,"{(33, 29, 37)}","{(4, 6, 8)}"
"(33, 37, 31, 0)",8,"{(33, 37, 31)}","{('?', '?', '?')}"
"(33, 37, 32, 0)",6,"{(32, 33, 37)}","{(4, '?', '?')}"
"(33, 37, 37, 0)",10,"{(33, 37)}","{('?', '?', '?')}"
"(33, 41, 5, 0)",4,"{(33, 5, 41)}","{('?', '?', 2)}"
"(33, 41, 8, 0)",3,"{(8, 33, 41)}","{(4, '?', 2)}"
"(33, 42, 22, 0)",3,"{(33, 42, 22)}","{('?', '?', 2)}"
"(33, 42, 42, 0)",1,"{(33, 42)}","{(8, 11, 2)}"
"(33, 43, 29, 0)",2,"{(33, 43, 29)}","{(8, '?', '?')}"
"(33, 47, 2, 0)",2,"{(33, 2, 47)}","{('?', 12, 2)}"
"(33, 47, 5, 0)",2,"{(33, 5, 47)}","{('?', '?', 2)}"
"(33, 47, 12, 0)",1,"{(33, 12, 47)}","{(8, 4, 0)}"
"(33, 47, 14, 0)",1,"{(33, 14, 47)}","{(3, 4, 0)}"
"(33, 47, 16, 0)",2,"{(16, 33, 47)}","{('?', 12, 2)}"
"(33, 47, 22, 0)",4,"{(33, 22, 47)}","{('?', '?', 2)}"
"(33, 47, 29, 0)",4,"{(33, 29, 47)}","{('?', '?', '?')}"
"(33, 47, 41, 0)",2,"{(33, 41, 47)}","{('?', 15, 2)}"
"(33, 47, 47, 0)",4,"{(33, 47)}","{('?', '?', 2)}"
"(33, 51, 5, 0)",2,"{(33, 51, 5)}","{('?', '?', 2)}"
"(33, 51, 12, 0)",4,"{(33, 51, 12)}","{('?', '?', '?')}"
"(33, 51, 14, 0)",2,"{(33, 51, 14)}","{('?', '?', '?')}"
"(33, 51, 16, 0)",1,"{(16, 33, 51)}","{(3, 9, '?')}"
"(33, 51, 29, 0)",8,"{(33, 51, 29)}","{('?', '?', '?')}"
"(33, 51, 32, 0)",3,"{(32, 33, 51)}","{(8, '?', '?')}"
"(35, 2, 2, 0)",2,"{(2, 35)}","{(7, 12, '?')}"
"(35, 2, 5, 0)",7,"{(2, 35, 5)}","{(14, '?', '?')}"
"(35, 5, 2, 0)",2,"{(2, 35, 5)}","{('?', 12, 5)}"
"(35, 5, 5, 0)",7,"{(35, 5)}","{('?', '?', '?')}"
"(35, 8, 2, 0)",4,"{(8, 2, 35)}","{('?', '?', '?')}"
"(35, 8, 5, 0)",3,"{(8, 35, 5)}","{('?', '?', '?')}"
"(35, 8, 16, 0)",1,"{(8, 16, 35)}","{(15, 12, 5)}"
"(35, 8, 19, 0)",1,"{(8, 19, 35)}","{('?', 12, 5)}"
"(35, 8, 28, 0)",2,"{(8, 35, 28)}","{('?', 12, 5)}"
"(35, 8, 35, 0)",1,"{(8, 35)}","{(15, 12, 5)}"
"(35, 16, 5, 0)",4,"{(16, 35, 5)}","{('?', 12, '?')}"
"(35, 19, 19, 0)",1,"{(19, 35)}","{(10, 12, 6)}"
"(35, 19, 22, 0)",1,"{(19, 35, 22)}","{(13, 14, 10)}"
"(35, 19, 48, 0)",1,"{(19, 48, 35)}","{(13, 3, 12)}"
"(35, 22, 5, 0)",12,"{(35, 5, 22)}","{('?', '?', '?')}"
"(35, 22, 22, 0)",11,"{(35, 22)}","{(14, '?', '?')}"
"(35, 22, 41, 0)",3,"{(41, 35, 22)}","{(14, '?', '?')}"
"(35, 28, 5, 0)",4,"{(35, 28, 5)}","{(14, '?', '?')}"
"(35, 28, 22, 0)",1,"{(35, 28, 22)}","{(14, 11, 6)}"
"(35, 35, 5, 0)",1,"{(35, 5)}","{(14, 5, 6)}"
"(35, 35, 8, 0)",1,"{(8, 35)}","{(14, 12, 6)}"
"(35, 35, 22, 0)",5,"{(35, 22)}","{(14, '?', '?')}"
"(35, 35, 35, 0)",4,"{(35,)}","{(14, '?', '?')}"
"(35, 35, 41, 0)",1,"{(41, 35)}","{(14, 2, 6)}"
"(35, 40, 5, 0)",3,"{(40, 35, 5)}","{(13, '?', '?')}"
"(35, 40, 10, 0)",1,"{(40, 10, 35)}","{(13, 11, 6)}"
"(35, 40, 19, 0)",14,"{(40, 19, 35)}","{('?', '?', '?')}"
"(35, 40, 40, 0)",11,"{(40, 35)}","{('?', '?', '?')}"
"(35, 41, 5, 0)",2,"{(41, 35, 5)}","{(14, 3, '?')}"
"(35, 42, 40, 0)",1,"{(40, 42, 35)}","{('?', 15, 5)}"
"(35, 43, 5, 0)",1,"{(43, 35, 5)}","{(14, 3, 6)}"
"(35, 46, 5, 0)",1,"{(35, 5, 46)}","{(15, 12, 10)}"
"(35, 46, 16, 0)",1,"{(16, 35, 46)}","{(15, 12, 10)}"
"(36, 2, 2, 0)",3,"{(2, 36)}","{('?', '?', '?')}"
"(36, 2, 5, 0)",3,"{(2, 36, 5)}","{('?', '?', '?')}"
"(36, 2, 19, 0)",5,"{(2, 19, 36)}","{('?', '?', '?')}"
"(36, 2, 45, 0)",3,"{(2, 36, 45)}","{(9, '?', '?')}"
"(36, 3, 45, 0)",2,"{(3, 36, 45)}","{(9, '?', 1)}"
"(36, 4, 5, 0)",6,"{(5, 36, 4)}","{('?', '?', '?')}"
"(36, 4, 38, 0)",1,"{(36, 4, 38)}","{('?', 1, 14)}"
"(36, 4, 44, 0)",3,"{(36, 4, 44)}","{('?', '?', '?')}"
"(36, 5, 5, 0)",2,"{(36, 5)}","{(14, '?', '?')}"
"(36, 5, 38, 0)",12,"{(36, 5, 38)}","{(14, '?', '?')}"
"(36, 5, 45, 0)",10,"{(45, 36, 5)}","{('?', '?', '?')}"
"(36, 16, 5, 0)",2,"{(16, 36, 5)}","{('?', '?', '?')}"
"(36, 19, 5, 0)",1,"{(19, 36, 5)}","{(13, 1, '?')}"
"(36, 19, 16, 0)",2,"{(16, 19, 36)}","{(13, '?', '?')}"
"(36, 19, 23, 0)",4,"{(19, 36, 23)}","{(13, '?', '?')}"
"(36, 19, 36, 0)",12,"{(19, 36)}","{('?', '?', '?')}"
"(36, 19, 48, 0)",2,"{(48, 19, 36)}","{(13, '?', '?')}"
"(36, 23, 19, 0)",18,"{(19, 36, 23)}","{('?', '?', '?')}"
"(36, 23, 23, 0)",11,"{(36, 23)}","{('?', '?', '?')}"
"(36, 23, 45, 0)",11,"{(36, 45, 23)}","{('?', '?', '?')}"
"(36, 36, 19, 0)",25,"{(19, 36)}","{('?', '?', '?')}"
"(36, 36, 36, 0)",18,"{(36,)}","{('?', '?', '?')}"
"(36, 36, 45, 0)",11,"{(36, 45)}","{('?', '?', '?')}"
"(36, 44, 19, 0)",2,"{(19, 36, 44)}","{(13, 1, '?')}"
"(36, 44, 44, 0)",6,"{(36, 44)}","{('?', '?', '?')}"
"(36, 44, 45, 0)",6,"{(36, 45, 44)}","{(14, '?', '?')}"
"(37, 4, 4, 0)",23,"{(4, 37)}","{('?', '?', '?')}"
"(37, 4, 5, 0)",16,"{(5, 4, 37)}","{('?', '?', '?')}"
"(37, 4, 44, 0)",13,"{(4, 37, 44)}","{('?', '?', '?')}"
"(37, 5, 5, 0)",5,"{(5, 37)}","{('?', '?', '?')}"
"(37, 5, 44, 0)",9,"{(5, 44, 37)}","{('?', '?', '?')}"
"(37, 11, 11, 0)",1,"{(11, 37)}","{(2, 8, 1)}"
"(37, 11, 17, 0)",1,"{(17, 11, 37)}","{(2, 6, '?')}"
"(37, 11, 20, 0)",1,"{(11, 20, 37)}","{(2, 10, 4)}"
"(37, 11, 25, 0)",18,"{(25, 11, 37)}","{('?', '?', '?')}"
"(37, 16, 5, 0)",4,"{(16, 5, 37)}","{('?', '?', '?')}"
"(37, 16, 44, 0)",5,"{(16, 44, 37)}","{('?', '?', '?')}"
"(37, 21, 4, 0)",1,"{(21, 4, 37)}","{(4, 13, 7)}"
"(37, 21, 5, 0)",1,"{(21, 5, 37)}","{(4, 7, '?')}"
"(37, 21, 16, 0)",4,"{(16, 21, 37)}","{(4, '?', '?')}"
"(37, 21, 20, 0)",5,"{(21, 20, 37)}","{(4, '?', '?')}"
"(37, 21, 21, 0)",10,"{(21, 37)}","{(4, '?', '?')}"
"(37, 21, 23, 0)",2,"{(21, 37, 23)}","{(4, '?', '?')}"
"(37, 21, 25, 0)",9,"{(25, 21, 37)}","{(4, '?', '?')}"
"(37, 21, 26, 0)",3,"{(21, 26, 37)}","{(4, '?', '?')}"
"(37, 21, 44, 0)",3,"{(21, 44, 37)}","{(4, '?', '?')}"
"(37, 23, 23, 0)",1,"{(37, 23)}","{(3, 7, 4)}"
"(37, 23, 44, 0)",1,"{(44, 37, 23)}","{(8, 7, 11)}"
"(37, 25, 17, 0)",1,"{(25, 37, 17)}","{(5, 7, '?')}"
"(37, 25, 20, 0)",10,"{(25, 20, 37)}","{('?', '?', '?')}"
"(37, 25, 23, 0)",1,"{(25, 37, 23)}","{(4, 6, 11)}"
"(37, 25, 25, 0)",15,"{(25, 37)}","{('?', '?', '?')}"
"(37, 25, 44, 0)",5,"{(25, 44, 37)}","{('?', '?', '?')}"
"(37, 26, 21, 0)",1,"{(26, 21, 37)}","{(4, 13, 4)}"
"(37, 29, 44, 0)",1,"{(29, 44, 37)}","{(8, 7, 4)}"
"(37, 37, 11, 0)",23,"{(11, 37)}","{('?', '?', '?')}"
"(37, 37, 16, 0)",2,"{(16, 37)}","{(5, '?', '?')}"
"(37, 37, 17, 0)",1,"{(17, 37)}","{(5, 7, '?')}"
"(37, 37, 20, 0)",14,"{(20, 37)}","{('?', '?', '?')}"
"(37, 37, 23, 0)",2,"{(37, 23)}","{(4, 13, '?')}"
"(37, 37, 25, 0)",4,"{(25, 37)}","{(5, '?', '?')}"
"(37, 37, 26, 0)",2,"{(26, 37)}","{('?', 10, '?')}"
"(37, 39, 5, 0)",3,"{(5, 37, 39)}","{('?', '?', '?')}"
"(37, 39, 16, 0)",5,"{(16, 37, 39)}","{('?', '?', '?')}"
"(37, 39, 44, 0)",13,"{(44, 37, 39)}","{('?', '?', '?')}"
"(37, 46, 23, 0)",1,"{(37, 46, 23)}","{(4, 7, 4)}"
"(37, 50, 20, 0)",3,"{(50, 20, 37)}","{('?', '?', '?')}"
"(37, 50, 26, 0)",1,"{(50, 26, 37)}","{(4, 13, 4)}"
"(38, 4, 45, 0)",1,"{(4, 45, 38)}","{(6, 11, 4)}"
"(38, 5, 5, 0)",21,"{(5, 38)}","{('?', '?', '?')}"
"(38, 5, 19, 0)",1,"{(19, 5, 38)}","{(6, 11, 4)}"
"(38, 5, 22, 0)",5,"{(5, 38, 22)}","{('?', '?', '?')}"
"(38, 5, 23, 0)",10,"{(5, 38, 23)}","{('?', '?', '?')}"
"(38, 5, 36, 0)",2,"{(36, 5, 38)}","{(8, 3, '?')}"
"(38, 5, 38, 0)",10,"{(5, 38)}","{('?', 11, '?')}"
"(38, 5, 44, 0)",9,"{(44, 5, 38)}","{('?', '?', '?')}"
"(38, 5, 45, 0)",12,"{(45, 5, 38)}","{('?', '?', '?')}"
"(38, 11, 5, 0)",18,"{(11, 5, 38)}","{('?', '?', '?')}"
"(38, 11, 25, 0)",12,"{(25, 11, 38)}","{('?', '?', '?')}"
"(38, 11, 46, 0)",2,"{(46, 11, 38)}","{('?', '?', '?')}"
"(38, 17, 5, 0)",3,"{(17, 5, 38)}","{(5, '?', '?')}"
"(38, 17, 17, 0)",11,"{(17, 38)}","{('?', 11, '?')}"
"(38, 17, 25, 0)",7,"{(17, 38, 25)}","{('?', 5, '?')}"
"(38, 17, 38, 0)",1,"{(17, 38)}","{(4, 14, 1)}"
"(38, 17, 46, 0)",1,"{(46, 17, 38)}","{(2, 5, 14)}"
"(38, 17, 50, 0)",1,"{(17, 50, 38)}","{(5, 5, 1)}"
"(38, 20, 5, 0)",5,"{(20, 5, 38)}","{('?', 11, '?')}"
"(38, 20, 17, 0)",2,"{(17, 20, 38)}","{('?', 11, '?')}"
"(38, 20, 19, 0)",1,"{(19, 20, 38)}","{('?', 11, 9)}"
"(38, 20, 20, 0)",1,"{(20, 38)}","{(5, 2, 4)}"
"(38, 20, 25, 0)",3,"{(25, 20, 38)}","{('?', 11, '?')}"
"(38, 20, 44, 0)",2,"{(20, 38, 44)}","{('?', '?', 4)}"
"(38, 23, 5, 0)",11,"{(5, 38, 23)}","{('?', '?', '?')}"
"(38, 23, 19, 0)",7,"{(19, 38, 23)}","{('?', '?', '?')}"
"(38, 23, 23, 0)",13,"{(38, 23)}","{('?', '?', '?')}"
"(38, 23, 44, 0)",1,"{(44, 38, 23)}","{(3, 5, 4)}"
"(38, 25, 25, 0)",2,"{(25, 38)}","{('?', 5, 13)}"
"(38, 36, 5, 0)",2,"{(36, 5, 38)}","{('?', 3, 14)}"
"(38, 36, 23, 0)",5,"{(36, 38, 23)}","{('?', 3, '?')}"
"(38, 36, 36, 0)",8,"{(36, 38)}","{('?', '?', '?')}"
"(38, 36, 45, 0)",5,"{(36, 45, 38)}","{(6, 5, '?')}"
"(38, 38, 5, 0)",2,"{(5, 38)}","{(4, 5, '?')}"
"(38, 38, 20, 0)",6,"{(20, 38)}","{('?', '?', '?')}"
"(38, 38, 25, 0)",5,"{(25, 38)}","{('?', 5, '?')}"
"(38, 38, 38, 0)",47,"{(38,)}","{('?', '?', '?')}"
"(38, 38, 44, 0)",1,"{(44, 38)}","{(4, 2, 4)}"
"(38, 38, 45, 0)",7,"{(45, 38)}","{(4, '?', '?')}"
"(38, 44, 17, 0)",1,"{(17, 44, 38)}","{(8, 14, 4)}"
"(38, 44, 19, 0)",2,"{(19, 44, 38)}","{(6, 11, '?')}"
"(38, 44, 38, 0)",10,"{(44, 38)}","{('?', '?', '?')}"
"(38, 44, 44, 0)",16,"{(44, 38)}","{('?', '?', '?')}"
"(38, 44, 45, 0)",12,"{(44, 45, 38)}","{(6, '?', '?')}"
"(38, 44, 50, 0)",2,"{(50, 44, 38)}","{(6, 12, '?')}"
"(38, 45, 5, 0)",9,"{(5, 45, 38)}","{(6, '?', '?')}"
"(38, 45, 19, 0)",1,"{(19, 45, 38)}","{(6, 15, 1)}"
"(38, 45, 22, 0)",35,"{(45, 38, 22)}","{('?', '?', '?')}"
"(38, 45, 44, 0)",1,"{(44, 45, 38)}","{(8, 14, 4)}"
"(38, 45, 45, 0)",20,"{(45, 38)}","{(6, '?', '?')}"
"(38, 46, 5, 0)",14,"{(46, 5, 38)}","{(4, '?', '?')}"
"(38, 46, 22, 0)",3,"{(46, 38, 22)}","{(4, 11, '?')}"
"(38, 46, 23, 0)",4,"{(46, 38, 23)}","{(4, '?', '?')}"
"(38, 50, 5, 0)",12,"{(50, 5, 38)}","{('?', '?', '?')}"
"(38, 50, 23, 0)",9,"{(50, 38, 23)}","{('?', 12, '?')}"
"(38, 50, 25, 0)",6,"{(25, 50, 38)}","{('?', 5, '?')}"
"(38, 50, 44, 0)",7,"{(50, 44, 38)}","{('?', '?', '?')}"
"(38, 50, 50, 0)",20,"{(50, 38)}","{('?', '?', '?')}"
"(39, 4, 5, 0)",5,"{(4, 5, 39)}","{('?', '?', '?')}"
"(39, 5, 5, 0)",5,"{(5, 39)}","{('?', '?', '?')}"
"(39, 5, 19, 0)",1,"{(19, 5, 39)}","{(10, '?', 15)}"
"(39, 8, 22, 0)",1,"{(8, 22, 39)}","{(15, 15, 15)}"
"(39, 10, 34, 0)",20,"{(10, 34, 39)}","{('?', '?', '?')}"
"(39, 13, 13, 0)",3,"{(13, 39)}","{('?', '?', '?')}"
"(39, 13, 34, 0)",11,"{(34, 13, 39)}","{('?', '?', '?')}"
"(39, 13, 39, 0)",6,"{(13, 39)}","{(14, '?', '?')}"
"(39, 14, 16, 0)",1,"{(16, 14, 39)}","{('?', 8, 5)}"
"(39, 16, 5, 0)",3,"{(16, 5, 39)}","{('?', '?', '?')}"
"(39, 16, 16, 0)",3,"{(16, 39)}","{('?', '?', '?')}"
"(39, 21, 31, 0)",4,"{(31, 21, 39)}","{(15, '?', '?')}"
"(39, 21, 39, 0)",1,"{(21, 39)}","{(15, 10, 12)}"
"(39, 22, 22, 0)",1,"{(22, 39)}","{(15, 14, 10)}"
"(39, 23, 44, 0)",3,"{(23, 44, 39)}","{('?', '?', '?')}"
"(39, 27, 19, 0)",1,"{(19, 27, 39)}","{('?', 7, 12)}"
"(39, 29, 5, 0)",3,"{(5, 29, 39)}","{('?', '?', '?')}"
"(39, 29, 29, 0)",2,"{(29, 39)}","{(15, 6, '?')}"
"(39, 31, 5, 0)",3,"{(31, 5, 39)}","{(15, '?', '?')}"
"(39, 31, 22, 0)",2,"{(31, 22, 39)}","{(15, '?', 15)}"
"(39, 31, 31, 0)",3,"{(31, 39)}","{(15, '?', '?')}"
"(39, 32, 16, 0)",2,"{(32, 16, 39)}","{('?', 8, '?')}"
"(39, 32, 29, 0)",3,"{(32, 29, 39)}","{(15, '?', 6)}"
"(39, 32, 32, 0)",5,"{(32, 39)}","{(15, '?', '?')}"
"(39, 32, 51, 0)",2,"{(32, 51, 39)}","{(15, '?', '?')}"
"(39, 34, 34, 0)",10,"{(34, 39)}","{('?', '?', '?')}"
"(39, 39, 5, 0)",5,"{(5, 39)}","{('?', '?', '?')}"
"(39, 39, 16, 0)",6,"{(16, 39)}","{('?', '?', '?')}"
"(39, 39, 21, 0)",4,"{(21, 39)}","{(15, '?', '?')}"
"(39, 39, 31, 0)",5,"{(31, 39)}","{(15, '?', '?')}"
"(39, 39, 39, 0)",7,"{(39,)}","{('?', '?', '?')}"
"(39, 44, 44, 0)",5,"{(44, 39)}","{('?', '?', '?')}"
"(39, 46, 5, 0)",1,"{(5, 46, 39)}","{(15, 7, '?')}"
"(39, 46, 16, 0)",1,"{(16, 46, 39)}","{(15, 8, '?')}"
"(39, 46, 22, 0)",10,"{(22, 46, 39)}","{(15, '?', '?')}"
"(39, 46, 48, 0)",3,"{(48, 46, 39)}","{(15, '?', '?')}"
"(40, 10, 5, 0)",2,"{(40, 10, 5)}","{(13, 12, '?')}"
"(40, 16, 19, 0)",1,"{(40, 16, 19)}","{(13, 12, 8)}"
"(40, 19, 2, 0)",9,"{(40, 2, 19)}","{(13, '?', '?')}"
"(40, 19, 5, 0)",6,"{(40, 19, 5)}","{(13, '?', '?')}"
"(40, 19, 22, 0)",6,"{(40, 19, 22)}","{(13, '?', '?')}"
"(40, 22, 19, 0)",2,"{(40, 19, 22)}","{(13, '?', '?')}"
"(40, 22, 40, 0)",4,"{(40, 22)}","{('?', '?', '?')}"
"(40, 40, 9, 0)",1,"{(40, 9)}","{(13, 5, 5)}"
"(40, 40, 19, 0)",1,"{(40, 19)}","{(13, 5, 5)}"
"(40, 40, 22, 0)",1,"{(40, 22)}","{(13, 15, 6)}"
"(40, 40, 40, 0)",4,"{(40,)}","{(13, '?', '?')}"
"(40, 40, 41, 0)",3,"{(40, 41)}","{(13, '?', '?')}"
"(40, 41, 19, 0)",2,"{(40, 41, 19)}","{(13, 5, '?')}"
"(40, 41, 40, 0)",2,"{(40, 41)}","{(13, '?', '?')}"
